name,description,type,sub_type,attribute,attack,defense,price,volatility,index,index_market,join_id,set_id,set_name,set_release,rarity,rank,name_official,price_missing
Volcanic Rimfire,"If this card is sent to the GY: You can activate 1 of these effects (but you can only use each effect of ""Volcanic Rimfire"" once per turn);●Banish this card from your GY, and if you do, send 1 ""Volcanic"" monster from your Deck to the GY, except ""Volcanic Rimfire"".●Banish 1 ""Blaze Accelerator"" card from your face-up field or GY, and if you do, place 1 ""Blaze Accelerator"" Continuous Spell/Trap from your hand or Deck face-up on your field.",MONSTER,[Pyro／Effect],FIRE,300,0,0.2,,18917,509889,LD10-EN020R,LD10-EN020,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,R Rare,1,Volcanic Rimfire,False
Volcanic Rocket,"When this card is Summoned: You can add 1 ""Blaze Accelerator"" card from your Deck or GY to your hand.",MONSTER,[Pyro／Effect],FIRE,1900,1400,8.1117,,7243,509905,LD10-EN027R,SGX1-ENH10,SPEED DUEL GX: DUEL ACADEMY BOX,2022-03-18,C Common,4,Volcanic Rocket,False
Volcanic Scattershot,"If this card is sent to the GY: Inflict 500 damage to your opponent. If this card is sent to the GY by the effect of a ""Blaze Accelerator"" card: You can send 2 ""Volcanic Scattershots"" from your hand and/or Deck to the GY; destroy all monsters your opponent controls.",MONSTER,[Pyro／Effect],FIRE,500,0,0.2767,,7083,509903,LD10-EN026C,AP07-EN017,ASTRAL PACK SEVEN,2007-05-16,C Common,2,Volcanic Scattershot,False
Volcanic Shell,"Once per turn: You can pay 500 LP; add 1 ""Volcanic Shell"" from your Deck to your hand. This card must be in the GY to activate and to resolve this effect.",MONSTER,[Pyro／Effect],FIRE,100,0,5.5538,,7082,509902,LD10-EN025C,BLMR-EN053,BATTLES OF LEGEND: MONSTROUS REVENGE,2007-05-16,C Common,1,Volcanic Shell,False
Volcanic Slicer,"Once per turn, you can inflict 500 damage to your opponent. If you activate this effect, this card cannot attack during this turn.",MONSTER,[Pyro／Effect],FIRE,1800,1200,2.65,,7103,25736,FOTB-EN012R,FOTB-EN012,FORCE OF THE BREAKER,2007-05-16,R Rare,4,Volcanic Slicer,False
Volcanic Trooper,"If this card is Normal or Special Summoned: You can add 1 ""Volcanic"" card from your Deck to your hand, except ""Volcanic Trooper"". You can discard 1 card; Special Summon 1 ""Bomb Token"" (Pyro/FIRE/Level 1/ATK 1000/DEF 1000) to your opponent's field. Each time 1 is destroyed, its controller takes 500 damage. You can only use each effect of ""Volcanic Trooper"" once per turn.",MONSTER,[Pyro／Effect],FIRE,1000,1000,1.48,,18916,509885,LD10-EN019UR,LD10-EN019,LEGENDARY DUELISTS: SOULBURNING VOLCANO,2023-08-11,UR Ultra Rare,3,Volcanic Trooper,False
"Voloferniges, the Darkest Dragon Doomrider","2 Level 7 monstersOnce per turn: You can detach 2 materials from this card, then target 1 face-up card on the field; destroy it, and if you destroyed a monster, you can make 1 face-up monster you control gain ATK equal to the destroyed monster's original Level/Rank x 300 until the end of the next turn. This card cannot attack the turn you activate this effect. This is a Quick Effect if this card has a Dragon monster as material, but cannot be activated in the Damage Step.",MONSTER,[Dragon／Xyz／Effect],DARK,2500,2100,0.395,,16234,284920,MP22-EN150R,DAMA-EN045,2022 TIN OF THE PHARAOH'S GODS,2021-08-13,R Rare,7,"Voloferniges, the Darkest Dragon Doomrider",False
Voltanis the Adjudicator,"After 1 of your Counter Trap Cards has been activated and has resolved, you can Tribute all monsters you control to Special Summon this card. If this card is Special Summoned in this way, you can destroy cards your opponent controls up to the number of Fairy-Type monsters you Tributed.",MONSTER,[Fairy／Effect],LIGHT,2800,1400,45.75,,6696,80810,DR04-EN203UR,EOJ-EN023,ENEMY OF JUSTICE,2006-05-17,UR Ultra Rare,8,Voltanis the Adjudicator,False
Voltester,"If this card is Special Summoned to a zone a Link Monster points to: Destroy all Link Monsters that point to this card, then destroy all other monsters that those Link Monsters pointed to, and follow the Link Arrows of all those destroyed monsters, destroying everything they point to, and repeating the process, until there are no more to destroy. (This card cannot be destroyed by this effect.) You can only use this effect of ""Voltester"" once per turn.",MONSTER,[Thunder／Effect],DARK,2500,1000,0.09,,14481,194639,RIRA-EN031C,RIRA-EN031,RISING RAMPAGE,2019-07-27,C Common,7,Voltester,False
Voltic Bicorn,"1 Beast-Type Tuner + 1 or more non-Tuner monstersIf this card is destroyed by your opponent's card (either by battle or by card effect), both players send the top 7 cards of their Deck to the Graveyard.",MONSTER,[Beast／Synchro／Effect],LIGHT,2500,2000,3.785,,8972,35794,DREV-EN041UR,DREV-EN041,DUELIST REVOLUTION,2010-08-17,UL Ultimate Rare,7,Voltic Bicorn,False
Voltic Kong,If this card inflicts battle damage to your opponent: Send 1 card from the top of your opponent's Deck to the GY for each LIGHT monster you control.,MONSTER,[Beast／Effect],LIGHT,1800,1000,4.84,,7142,512358,SBC1-ENF03C,BP01-EN144,BATTLE PACK EPIC DAWN,2012-05-28,C Common,4,Voltic Kong,False
Vorse Raider,"This wicked Beast-Warrior does every horrid thing imaginable, and loves it! His axe bears the marks of his countless victims.",MONSTER,[Beast-Warrior／Normal],DARK,1900,1200,2.1411,,5004,542264,KC01-EN012UR,LDK2-ENK11,LEGENDARY DECKS II,2016-10-07,C Common,4,Vorse Raider,False
Vortex Trooper,"When this card is Normal Summoned: You can shuffle 2 cards from your hand into the Deck, then draw 2 cards. If this card is destroyed: Draw 1 card.",MONSTER,[Aqua／Effect],WIND,0,600,0.736,,7401,489522,SGX3-ENH11C,BP01-EN199,BATTLE PACK EPIC DAWN,2012-05-28,C Common,3,Vortex Trooper,False
Vortex the Whirlwind,"1 Tuner + 1 or more non-Tuner Winged Beast-Type monstersWhen this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Level 4 or lower Winged Beast-Type monster from your Deck.",MONSTER,[Winged Beast／Synchro／Effect],WIND,2100,700,0.205,,9449,39315,STOR-EN000SR,STOR-EN000,STORM OF RAGNAROK,2011-02-05,SR Super Rare,5,Vortex the Whirlwind,False
Votis,"When this card is Normal Summoned: You can excavate the top 3 cards of your Deck, and if you do, you can banish 1 excavated monster to add 1 monster with its same name to your hand, from either your Deck or the other excavated cards, also shuffle the rest into the Deck. Once per turn, during the End Phase, if this card is in your GY because it was sent there this turn after being Normal Summoned/Set: You can excavate the top 3 cards of your Deck, and if you do, place them on top of the Deck in any order.",MONSTER,[Fiend／Effect],DARK,1700,1900,0.1,,7506,493951,CYAC-EN094SR,CYAC-EN094,CYBERSTORM ACCESS,2023-05-05,SR Super Rare,4,Votis,False
"Vouiburial, the Dragon Undertaker","If this card battles a monster, neither can be destroyed by that battle. During the Main Phase, if a monster(s) your opponent controls is sent to the GY: You can activate the following effect, based on where this card is at activation (but you can only use each effect of ""Vouiburial, the Dragon Undertaker"" once per turn);●Hand: Special Summon this card.●Field: Make 1 Effect Monster your opponent controls lose 1500 ATK, then if its ATK becomes 0 by this effect, you can destroy it.",MONSTER,[Illusion／Effect],DARK,3000,0,3.59,,20063,651768,MP25-EN369C,LEDE-EN087,LEGACY OF DESTRUCTION,2024-04-26,C Common,10,"Vouiburial, the Dragon Undertaker",False
Vulcan Dragni the Cubic King,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by sending 2 ""Cubic"" monsters you control to the Graveyard. If Summoned this way, this card gains 1600 ATK. If this card is Special Summoned from the hand: Inflict 800 damage to your opponent. At the end of the Damage Step, if this card battled: You can target up to 3 ""Vijam the Cubic Seed"" in your Graveyard; send this card to the Graveyard, and if you do, Special Summon them, then you can add 1 ""Indiora Doom Volt the Cubic Emperor"" from your Deck to your hand.",MONSTER,[Fairy／Effect],FIRE,0,0,0.1867,,12520,207848,MVP1-ENS37SE,MVP1-EN037,Yu-Gi-Oh! THE DARK SIDE OF DIMENSIONS MOVIE PACK,2016-07-22,GR Gold Rare,3,Vulcan Dragni the Cubic King,False
Vulcan the Divine,"1 Tuner + 1+ non-Tuner monstersIf this card is Synchro Summoned: Target 1 face-up card you control and 1 face-up card your opponent controls; return those targets to the hand, but for the rest of this turn, you cannot activate cards, or the effects of cards, with the same name as those returned to the hand by this effect. You can only use this effect of ""Vulcan the Divine"" once per turn.",MONSTER,[Beast-Warrior／Synchro／Effect],FIRE,2000,1600,1.9133,,10461,651534,MP25-EN134PSE,JUMP-EN066,2025 MEGA-PACK TIN,2013-10-24,PSE Prismatic Secret Rare,6,Vulcan the Divine,False
Vulcarrion the Rotting Phoenix,"If you control a Zombie monster: You can Special Summon this card from your hand. During your Main Phase: You can return this card from the field to the hand, then you can Special Summon 1 Zombie monster from your hand. You can only use each effect of ""Vulcarrion the Rotting Phoenix"" once per turn.",MONSTER,[Zombie／Tuner／Effect],DARK,1600,0,0.15,,21046,610908,SUDA-EN082C,SUDA-EN082,SUPREME DARKNESS,2025-01-24,C Common,4,Vulcarrion the Rotting Phoenix,False
"Vulmina, Statue of the Sacred Dragon","When an opponent's monster declares an attack: You can place this monster in your Pendulum Zone, and if you do, return the opponent's monster to the hand. You can only use this effect of ""Vulmina, Statue of the Sacred Dragon"" once per turn. If this card in the Monster Zone is destroyed: You can place this card in your Pendulum Zone.",MONSTER,[Dragon／Pendulum／Effect],LIGHT,200,1800,0.055,,20420,651799,MP25-EN400C,INFO-EN082,2025 MEGA-PACK TIN,2024-07-19,C Common,2,"Vulmina, Statue of the Sacred Dragon",False
Vylon Alpha,"1 ""Vylon"" Tuner + 1 or more non-Tuner monstersWhen this card is Synchro Summoned: You can target 1 Equip Spell Card in your Graveyard; equip that target to this card. While this card is equipped with an Equip Card, it cannot be destroyed by Spell/Trap effects, except for Equip Cards.",MONSTER,[Machine／Synchro／Effect],LIGHT,2200,1100,,,9393,60065,HA06-EN022SE,HA06-EN022,HIDDEN ARSENAL 6 OMEGA XYZ,2012-07-24,SE Secret Rare,9,Vylon Alpha,True
Vylon Charger,All face-up LIGHT monsters you control gain 300 ATK for each Equip Card equipped to this card.,MONSTER,[Fairy／Effect],LIGHT,1000,1000,0.08,,8909,57405,HA05-EN017SR,HA05-EN017,HIDDEN ARSENAL 5 STEELSWARM INVASION,2011-12-06,SR Super Rare,4,Vylon Charger,False
Vylon Cube,If this card is sent to the Graveyard for the Synchro Summon of a LIGHT monster: You can add 1 Equip Spell Card from your Deck to your hand.,MONSTER,[Machine／Tuner／Effect],LIGHT,800,800,0.21,,8907,57403,HA05-EN015SR,HA05-EN015,HIDDEN ARSENAL 5 STEELSWARM INVASION,2011-12-06,SR Super Rare,3,Vylon Cube,False
Vylon Delta,"1 Tuner + 1 or more non-Tuner LIGHT monstersIf this card is in face-up Defense Position during your End Phase, you can add 1 Equip Spell Card from your Deck to your hand.",MONSTER,[Fairy／Synchro／Effect],LIGHT,1700,2800,1.14,,9188,39316,STOR-EN099SE,STOR-EN099,STORM OF RAGNAROK,2011-02-08,SE Secret Rare,7,Vylon Delta,False
Vylon Disigma,"3 Level 4 monstersOnce per turn: You can detach 1 Xyz Material from this card to target 1 face-up Attack Position Effect Monster your opponent controls; equip that target to this card. At the start of the Damage Step, if this card battles a monster whose Attribute is the same as a card equipped by this effect: Destroy that monster.",MONSTER,[Fairy／Xyz／Effect],LIGHT,2500,2100,,,9603,60095,HA06-EN052SE,HA06-EN052,HIDDEN ARSENAL 6 OMEGA XYZ,2012-07-24,SE Secret Rare,4,Vylon Disigma,True
Vylon Epsilon,1 LIGHT Tuner + 1 or more non-Tuner monstersEquip Cards equipped to this card cannot be targeted by cards or effects. Once per turn: You can send 1 Equip Card equipped to this card to the Graveyard to target 1 monster your opponent controls; destroy that target.,MONSTER,[Fairy／Synchro／Effect],LIGHT,2800,1200,1.0,,8917,57413,HA05-EN025SE,HA05-EN025,HIDDEN ARSENAL 5 STEELSWARM INVASION,2011-12-06,SE Secret Rare,8,Vylon Epsilon,False
Vylon Hept,"Once per turn: You can target 1 ""Vylon"" Monster Card you control that is an Equip Card; Special Summon that target in face-up Defense Position. Banish it when it leaves the field.",MONSTER,[Fairy／Effect],LIGHT,1800,800,,,9379,60051,HA06-EN008SR,HA06-EN008,HIDDEN ARSENAL 6 OMEGA XYZ,2012-07-24,SR Super Rare,4,Vylon Hept,True
Vylon Ohm,"If this card is Normal Summoned: Target 1 Equip Spell Card in your Graveyard; banish that target, and if you do, add it to your hand during your next Standby Phase.",MONSTER,[Fairy／Effect],LIGHT,1500,200,0.2467,,9213,91844,BP03-EN091C,BP03-EN091,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,C Common,4,Vylon Ohm,False
Vylon Omega,"2 Tuners + 1 non-Tuner ""Vylon"" monsterWhen this card is Synchro Summoned: Destroy all face-up monsters that were Normal Summoned/Set. Once per turn: You can target 1 ""Vylon"" monster in your Graveyard; equip that target to this card. During either player's turn, when a monster effect activates: You can send 1 Equip Card equipped to this card to the Graveyard; negate the activation, and if you do, destroy that monster.",MONSTER,[Fairy／Synchro／Effect],LIGHT,3200,1900,,,9394,60066,HA06-EN023SE,HA06-EN023,HIDDEN ARSENAL 6 OMEGA XYZ,2012-07-24,SE Secret Rare,10,Vylon Omega,True
Vylon Pentachloro,"Once per turn, you can either: Target 1 face-up ""Vylon"" monster you control; equip this card to that target, OR: Unequip this card and Special Summon it in face-up Attack Position. While equipped by this effect, if the equipped monster destroys an opponent's monster by battle: You can target 1 card your opponent controls; destroy that target. (A monster can only be equipped with 1 Union Monster at a time. If the equipped monster would be destroyed, destroy this card instead.)",MONSTER,[Machine／Union／Effect],LIGHT,500,400,,,9588,60080,HA06-EN037SR,HA06-EN037,HIDDEN ARSENAL 6 OMEGA XYZ,2012-07-24,SR Super Rare,4,Vylon Pentachloro,True
Vylon Prism,"If this card is sent from the Monster Card Zone to the Graveyard: You can pay 500 Life Points, then target 1 face-up monster you control; equip this card to that target. If the equipped monster attacks or is attacked: It gains 1000 ATK during the Damage Step only.",MONSTER,[Thunder／Tuner／Effect],LIGHT,1500,1500,0.12,,9378,91009,SDLI-EN019C,BP02-EN108,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,C Common,4,Vylon Prism,False
Vylon Sigma,"1 LIGHT Tuner + 1 or more non-Tuner LIGHT monstersWhen this card declares an attack, if it is the only monster you control: You can equip 1 Equip Spell Card from your Deck to this face-up card.",MONSTER,[Fairy／Synchro／Effect],LIGHT,1800,1000,0.24,,8916,57412,HA05-EN024SE,HA05-EN024,HIDDEN ARSENAL 5 STEELSWARM INVASION,2011-12-06,SE Secret Rare,7,Vylon Sigma,False
