name,description,type,sub_type,attribute,attack,defense,price,volatility,rank,set_id,Unnamed: 0,rarity,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed,Decks
Tindangle Angel,"FLIP: You can Special Summon 1 Flip monster from your hand or GY in face-down Defense Position, except ""Tindangle Angel"", then, if it is your opponent's Battle Phase, end the Battle Phase. You can only use this effect of ""Tindangle Angel"" once per turn.",MONSTER,[Fiend／Flip／Effect],DARK,500.0,1800.0,,,,['EXFO-EN009'],36805,C Common,EXTREME FORCE,2018-02-02,Tindangle Angel,13379,158074,EXFO-EN009C,2018-02-02,['EXFO-EN009 (EXTREME FORCE)']
Tindangle Base Gardna,"If you control a face-down Defense Position monster, you can Special Summon this card (from your hand) in Defense Position. You can only Special Summon ""Tindangle Base Gardna"" once per turn this way. If a monster is Normal or Special Summoned, and is now pointed to by an opponent's Link Monster (except during the Damage Step): You can Tribute this card; Special Summon 1 ""Tindangle"" monster from your hand or Deck in Attack Position or face-down Defense Position.",MONSTER,[Fiend／Effect],DARK,0.0,2300.0,,,,['EXFO-EN010'],36806,C Common,EXTREME FORCE,2018-02-02,Tindangle Base Gardna,13380,158075,EXFO-EN010C,2018-02-02,['EXFO-EN010 (EXTREME FORCE)']
Tindangle Dholes,"FLIP: You can send 1 Spell/Trap from your Deck to the GY.If this card is sent from the hand or Deck to the GY: You can target 1 ""Tindangle"" monster in your GY, except ""Tindangle Dholes""; Special Summon it in face-down Defense Position. You can only use each of the preceding effects of ""Tindangle Dholes"" once per turn. A ""Tindangle"" Link Monster that used this card as material can make 3 attacks during each Battle Phase.",MONSTER,[Fiend／Flip／Effect],DARK,1000.0,1000.0,,,,['KICO-EN016'],36808,SR Super Rare,KING'S COURT,2021-07-09,Tindangle Dholes,14973,242843,KICO-EN016SR,2021-07-09,"[""KICO-EN016 (KING'S COURT)""]"
Tindangle Hound,"FLIP: You can target 1 other face-up monster on the field; this card gains ATK equal to that target's original ATK, then change that target to face-down Defense Position.Each monster your opponent controls loses 1000 ATK for each monster linked to it. If this card is destroyed by battle or card effect and sent to the GY: You can target 1 face-down monster on the field; change it to face-up Defense Position.",MONSTER,[Fiend／Flip／Effect],DARK,2500.0,0.0,,,,['EXFO-EN011'],36809,C Common,EXTREME FORCE,2018-02-02,Tindangle Hound,13381,158076,EXFO-EN011C,2018-02-02,['EXFO-EN011 (EXTREME FORCE)']
Tindangle Intruder,"FLIP: You can add 1 ""Tindangle"" card from your Deck to your hand.When this card is Normal Summoned: You can send 1 ""Tindangle"" card from your Deck to the GY. If a monster(s) is Special Summoned to your field in face-down Defense Position while this card is in your GY: Special Summon this card in face-down Defense Position (this is not optional). You can only use each effect of ""Tindangle Intruder"" once per turn.",MONSTER,[Fiend／Flip／Effect],DARK,2200.0,0.0,,,,['EXFO-EN013'],36810,C Common,EXTREME FORCE,2018-02-02,Tindangle Intruder,13383,158078,EXFO-EN013C,2018-02-02,['EXFO-EN013 (EXTREME FORCE)']
Tindangle Jhrelth,"FLIP: You can take 1 Flip monster from your Deck, except ""Tindangle Jhrelth"", and either add it to your hand or send it to the GY.If this card is in your hand: You can discard 1 other card; send 1 ""Tindangle"" card from your Deck to the GY, except ""Tindangle Jhrelth"", and if you do, Special Summon this card in face-down Defense Position. You can only use each effect of ""Tindangle Jhrelth"" once per turn.",MONSTER,[Fiend／Flip／Effect],DARK,0.0,1800.0,,,,['DAMA-EN095'],36811,SR Super Rare,DAWN OF MAJESTY,2021-08-13,Tindangle Jhrelth,14792,245849,DAMA-EN095SR,2021-08-13,['DAMA-EN095 (DAWN OF MAJESTY)']
Tindangle Protector,"FLIP: You can change up to 3 face-down Defense Position monsters you control to face-up Defense Position, then if all those monsters are ""Tindangle"" monsters, you can add up to that many ""Tindangle"" cards from your Deck to your hand. You can only use this effect of ""Tindangle Protector"" once per turn.",MONSTER,[Fiend／Flip／Effect],DARK,800.0,1600.0,,,,['EXFO-EN012'],36812,C Common,EXTREME FORCE,2018-02-02,Tindangle Protector,13382,158077,EXFO-EN012C,2018-02-02,['EXFO-EN012 (EXTREME FORCE)']
Tindangle Trinity,"FLIP: You can Special Summon 1 ""Tindangle Base Gardna"" from your Deck.If this card was flipped face-up, your ""Tindangle"" monsters cannot be destroyed by battle. If this card is sent to the GY as Link Material for the Link Summon of a ""Tindangle"" monster: You can add 1 ""Gergonne's End"" from your Deck to your hand, and if you do, send 1 Spell/Trap from your Deck to the GY. You can only use this effect of ""Tindangle Trinity"" once per turn.",MONSTER,[Fiend／Flip／Effect],DARK,0.0,1500.0,,,,['FLOD-EN013'],36813,C Common,FLAMES OF DESTRUCTION,2018-05-04,Tindangle Trinity,13568,166321,FLOD-EN013C,2018-05-04,['FLOD-EN013 (FLAMES OF DESTRUCTION)']
"Tiras, Keeper of Genesis","2 Level 5 monstersThis card's effects can only be applied/resolved while it has Xyz Material. This card cannot be destroyed by card effects. At the end of the Battle Phase, if this card attacked or was attacked: Target 1 card your opponent controls; destroy that target. During each of your End Phases: Detach 1 Xyz Material from this card.",MONSTER,[Fairy／Xyz／Effect],LIGHT,2600.0,1700.0,,,,"['BP01-EN029', 'BP01-EN029', 'GENF-EN044']",36814,R Rare,BATTLE PACK EPIC DAWN,2012-05-28,"Tiras, Keeper of Genesis",9661,59153,BP01-EN029R,2012-05-28,"['BP01-EN029 (BATTLE PACK EPIC DAWN)', 'BP01-EN029 (GENERATION FORCE)']"
"Tistina, the Divinity that Defies Darkness","2 Level 10 monstersIf this card is Special Summoned: You can send all face-down cards your opponent controls to the GY. You can only use this effect of ""Tistina, the Divinity that Defies Darkness"" once per turn. Once per turn, if this card has ""Crystal God Tistina"" as material: You can detach 1 material from this card; it gains 2000 ATK until the end of your opponent's turn. If this card you control is destroyed by an opponent's card while it has material: You can Special Summon 1 ""Tistina"" monster from your GY.",MONSTER,[Aqua／Xyz／Effect],LIGHT,2000.0,3000.0,,,,"['AGOV-EN089', 'AGOV-EN089']",36819,UR Ultra Rare,AGE OF OVERLORD,2023-10-20,"Tistina, the Divinity that Defies Darkness",19419,520577,AGOV-EN089UR,2023-10-20,['AGOV-EN089 (AGE OF OVERLORD)']
Titaniklad the Ash Dragon,"""Fallen of Albaz"" + 1 monster with 2500 or more ATKGains ATK equal to the combined original Levels of the monsters used for its Fusion Summon x 100. After this card is Fusion Summoned, for the rest of this turn, it is unaffected by the activated effects of any other monsters Special Summoned from the Extra Deck. During the End Phase, if this card is in the GY because it was sent there this turn: You can add to your hand, or Special Summon, 1 ""Dogmatika"" monster or 1 ""Fallen of Albaz"" from your Deck. You can only use this effect of ""Titaniklad the Ash Dragon"" once per turn.",MONSTER,[Dragon／Fusion／Effect],DARK,2500.0,2000.0,,,,"['SDAZ-EN043', 'MP21-EN125', 'ROTD-EN038']",36821,C Common,STRUCTURE DECK: ALBAZ STRIKE,2022-04-15,Titaniklad the Ash Dragon,15272,268035,SDAZ-EN043C,2022-04-15,"['SDAZ-EN043 (STRUCTURE DECK: ALBAZ STRIKE)', 'MP21-EN125 (2021 TIN OF ANCIENT BATTLES)', 'ROTD-EN038 (RISE OF THE DUELIST)']"
"Tlakalel, His Malevolent Majesty",If this card is Tribute Summoned: You can destroy any number of face-up monsters your opponent controls whose combined ATK is less than or equal to the original ATK of the monster Tributed to Tribute Summon this card.,MONSTER,[Fiend／Effect],DARK,2400.0,1000.0,,,,"['RIRA-EN032', 'RIRA-ENSP1']",36826,R Rare,RISING RAMPAGE,2019-07-27,"Tlakalel, His Malevolent Majesty",14477,194640,RIRA-EN032R,2019-07-27,"['RIRA-EN032 (RISING RAMPAGE)', 'RIRA-ENSP1 (RISING RAMPAGE Sneak Peek)']"
Toadally Awesome,"2 Level 2 Aqua monstersOnce per turn, during the Standby Phase: You can detach 1 material from this card; Special Summon 1 ""Frog"" monster from your Deck. Once per turn, when your opponent activates a Spell/Trap Card, or monster effect (Quick Effect): You can send 1 Aqua monster from your hand or face-up field to the GY; negate the activation, and if you do, destroy that card, then you can Set it to your field. If this card is sent to the GY: You can target 1 WATER monster in your GY; add it to your hand.",MONSTER,[Aqua／Xyz／Effect],WATER,2200.0,0.0,,,,"['RA03-EN040', 'RA03-EN040', 'RA03-EN040', 'RA03-EN040', 'RA03-EN040', 'MAMA-EN068', 'MP17-EN150', 'INOV-EN052']",36828,SR Super Rare,QUARTER CENTURY BONANZA,2024-11-07,Toadally Awesome,12642,592450,RA03-EN040SR,2024-11-07,"['RA03-EN040 (QUARTER CENTURY BONANZA)', 'RA03-EN040 (MAGNIFICENT MAVENS)', 'RA03-EN040 (2017 MEGA-TINS MEGA PACK)', 'RA03-EN040 (INVASION: VENGEANCE)']"
Tobari the Sky Ninja,"This card cannot be destroyed by battle or card effect the turn it was Special Summoned or flipped face-up. You can only use each of the following effects of ""Tobari the Sky Ninja"" once per turn. You can send this card from your hand to the GY; Special Summon 1 ""Ninja"" monster from your hand in face-up or face-down Defense Position. During your opponent's Main or Battle Phase (Quick Effect): You can Fusion Summon 1 ""Ninja"" Fusion Monster from your Extra Deck, using monsters from your hand or field as material.",MONSTER,[Winged Beast／Effect],EARTH,0.0,0.0,,,,"['MP23-EN166', 'OP21-EN007', 'DABL-EN015']",36836,C Common,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,Tobari the Sky Ninja,17771,514795,MP23-EN166C,2023-09-08,"['MP23-EN166 (25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK)', 'OP21-EN007 (OTS TOURNAMENT PACK 21)', 'DABL-EN015 (DARKWING BLAST)']"
Todoroki the Earthbolt Star,"You can Special Summon this card (from your hand) by sending 1 other monster from your hand to the GY, but this card loses 500 ATK. You can only Special Summon ""Todoroki the Earthbolt Star"" once per turn this way. During the Battle Phase (Quick Effect): You can pay 500 LP; Fusion Summon 1 Warrior Fusion Monster from your Extra Deck, using monsters from your hand or field as material. You can only use this effect of ""Todoroki the Earthbolt Star"" once per turn.",MONSTER,[Warrior／Effect],EARTH,2100.0,0.0,,,,['BLCR-EN035'],36839,UR Ultra Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Todoroki the Earthbolt Star,17651,453587,BLCR-EN035UR,2022-11-18,['BLCR-EN035 (BATTLES OF LEGEND: CRYSTAL REVENGE)']
Token Collector,"If a Token is Special Summoned (except during the Damage Step): You can Special Summon this card from the GY (if it was there when the Token was Special Summoned) or hand (even if not). You can only use this effect of ""Token Collector"" once per turn. If this card is Special Summoned: Destroy as many Tokens on the field as possible, and if you do, this card gains 400 ATK for each Token destroyed. Neither player can Special Summon Tokens.",MONSTER,[Fiend／Effect],EARTH,0.0,2000.0,,,,"['BLCR-EN079', 'OP18-EN008', 'MP19-EN177', 'SOFU-EN031', 'SOFU-ENSP1']",36840,UR Ultra Rare,BATTLES OF LEGEND: CRYSTAL REVENGE,2022-11-18,Token Collector,13918,453779,BLCR-EN079UR,2022-11-18,"['BLCR-EN079 (BATTLES OF LEGEND: CRYSTAL REVENGE)', 'OP18-EN008 (OTS TOURNAMENT PACK 18)', 'MP19-EN177 (2019 GOLD SARCOPHAGUS TIN MEGA PACK)', 'SOFU-EN031 (SOUL FUSION)', 'SOFU-ENSP1 (SOUL FUSION Sneak Peek)']"
Tomozaurus,"Small but vicious, this monster even attacks its own kind.",MONSTER,[Dinosaur／Normal],EARTH,500.0,400.0,,,,"['SS03-ENA05', 'LCJW-EN144']",36878,C Common,SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS,2019-08-02,Tomozaurus,4111,196243,SS03-ENA05C,2019-08-02,"['SS03-ENA05 (SPEED DUEL STARTER DECKS: ULTIMATE PREDATORS)', ""LCJW-EN144 (LEGENDARY COLLECTION 4 JOEY'S WORLD MEGA PACK)""]"
Tongue Twister,"If this card was Tribute Summoned, when it is sent from the field to the Graveyard, draw 2 cards and remove this card from play.",MONSTER,[Fiend／Effect],DARK,400.0,300.0,,,,['GLAS-EN085'],36880,SE Secret Rare,GLADIATOR'S ASSAULT,2007-11-14,Tongue Twister,7485,26332,GLAS-EN085SE,2007-11-14,"[""GLAS-EN085 (GLADIATOR'S ASSAULT)""]"
Tongyo,This monster captures other fish with its long tongue and sucks the energy out of them.,MONSTER,[Fish／Normal],WATER,1350.0,800.0,,,,"['MRD-EN045', 'MRD-EN045', 'MRD-045']",36881,C Common,METAL RAIDERS (LC01 25th Anniversary Edition),2023-04-21,Tongyo,4549,476462,MRD-EN045C,2023-04-21,"['MRD-EN045 (METAL RAIDERS (LC01 25th Anniversary Edition))', 'MRD-EN045 (METAL RAIDERS)']"
Toon Alligator,An alligator monster straight from the cartoons.,MONSTER,[Reptile／Normal],WATER,800.0,1600.0,,,,"['LDS1-EN052', 'SS04-ENB03', 'SS01-ENC02', 'SDP-009']",36885,C Common,LEGENDARY DUELISTS: SEASON 1,2020-07-03,Toon Alligator,4387,217460,LDS1-EN052C,2020-07-03,"['LDS1-EN052 (LEGENDARY DUELISTS: SEASON 1)', 'SS04-ENB03 (SPEED DUEL STARTER DECKS: MATCH OF THE MILLENNIUM)', 'SS01-ENC02 (SPEED DUEL STARTER DECK: DESTINY MASTERS)', 'SDP-009 (STARTER DECK PEGASUS)']"
Toon Ancient Gear Golem,"Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. If this card attacks, your opponent cannot activate any Spell/Trap until the end of the Damage Step.",MONSTER,[Machine／Toon／Effect],EARTH,3000.0,3000.0,,,,"['SGX1-ENI11', 'DLCS-EN073', 'LDS1-EN063', 'DRL2-EN022']",36889,C Common,SPEED DUEL GX: DUEL ACADEMY BOX,2022-03-18,Toon Ancient Gear Golem,11900,266333,SGX1-ENI11C,2022-03-18,"['SGX1-ENI11 (SPEED DUEL GX: DUEL ACADEMY BOX)', 'DLCS-EN073 (DRAGONS OF LEGEND: THE COMPLETE SERIES)', 'LDS1-EN063 (LEGENDARY DUELISTS: SEASON 1)', 'DRL2-EN022 (DRAGONS OF LEGEND 2)']"
Toon Barrel Dragon,"Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. Once per turn: You can target 1 card on the field; toss a coin 3 times and destroy it if at least 2 of the results are heads.",MONSTER,[Machine／Toon／Effect],DARK,2600.0,2200.0,,,,"['LDS1-EN064', 'SS04-ENB06', 'MP16-EN132', 'DOCS-EN038']",36893,C Common,LEGENDARY DUELISTS: SEASON 1,2020-07-03,Toon Barrel Dragon,11982,217472,LDS1-EN064C,2020-07-03,"['LDS1-EN064 (LEGENDARY DUELISTS: SEASON 1)', 'SS04-ENB06 (SPEED DUEL STARTER DECKS: MATCH OF THE MILLENNIUM)', 'MP16-EN132 (2016 MEGA-TINS MEGA PACK)', 'DOCS-EN038 (DIMENSION OF CHAOS)']"
Toon Black Luster Soldier,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing Toon monsters from your hand or field, whose total Levels equal 8 or more. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack directly. Once per turn, if you control ""Toon World"": You can target 1 card on the field; banish it, also this card cannot attack the turn this effect is activated.",MONSTER,[Warrior／Toon／Effect],EARTH,3000.0,2500.0,,,,"['RA03-EN272', 'RA03-EN272', 'BLCR-EN065', 'TOCH-EN001', 'TOCH-EN001']",36897,PS Platinum Secret Rare,QUARTER CENTURY BONANZA,2024-11-07,Toon Black Luster Soldier,15470,593152,RA03-EN272PS,2024-11-07,"['RA03-EN272 (QUARTER CENTURY BONANZA)', 'RA03-EN272 (BATTLES OF LEGEND: CRYSTAL REVENGE)', 'BLCR-EN065 (TOON CHAOS)']"
Toon Buster Blader,"Cannot attack the turn it is Summoned. Gains 500 ATK for each Dragon monster your opponent controls or is in their GY. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly.",MONSTER,[Warrior／Toon／Effect],EARTH,2600.0,2300.0,,,,"['LDS1-EN065', 'SS04-ENB07', 'MP16-EN205', 'BOSH-EN038']",36910,C Common,LEGENDARY DUELISTS: SEASON 1,2020-07-03,Toon Buster Blader,12146,217473,LDS1-EN065C,2020-07-03,"['LDS1-EN065 (LEGENDARY DUELISTS: SEASON 1)', 'SS04-ENB07 (SPEED DUEL STARTER DECKS: MATCH OF THE MILLENNIUM)', 'MP16-EN205 (2016 MEGA-TINS MEGA PACK)', 'BOSH-EN038 (BREAKERS OF SHADOW)']"
Toon Cannon Soldier,"Cannot attack the turn it is Summoned. If ""Toon World"" on the field is destroyed, destroy this card. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. You can Tribute 1 monster; inflict 500 damage to your opponent.",MONSTER,[Machine／Toon／Effect],DARK,1400.0,1300.0,,,,"['LDS1-EN060', 'LCYW-EN109', 'DB2-EN118', 'TP6-EN001']",36914,C Common,LEGENDARY DUELISTS: SEASON 1,2020-07-03,Toon Cannon Soldier,5477,217468,LDS1-EN060C,2020-07-03,"['LDS1-EN060 (LEGENDARY DUELISTS: SEASON 1)', ""LCYW-EN109 (LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK)"", 'DB2-EN118 (DARK BEGINNING 2)', 'TP6-EN001 (TOURNAMENT PACK 6)']"
Toon Cyber Dragon,"If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand). Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly.",MONSTER,[Machine／Toon／Effect],LIGHT,2100.0,1600.0,,,,"['LDS1-EN062', 'MP16-EN074', 'CORE-EN043']",36918,C Common,LEGENDARY DUELISTS: SEASON 1,2020-07-03,Toon Cyber Dragon,11827,217470,LDS1-EN062C,2020-07-03,"['LDS1-EN062 (LEGENDARY DUELISTS: SEASON 1)', 'MP16-EN074 (2016 MEGA-TINS MEGA PACK)', 'CORE-EN043 (CLASH OF REBELLIONS)']"
Toon Dark Magician,"Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. Once per turn: You can discard 1 ""Toon"" card, then activate 1 of these effects;●Special Summon 1 Toon monster from your Deck, except ""Toon Dark Magician"", ignoring its Summoning conditions.●Add 1 ""Toon"" Spell/Trap from your Deck to your hand.",MONSTER,[Spellcaster／Toon／Effect],DARK,2500.0,2100.0,,,,"['STP3-EN004', 'LDS1-EN067', 'SS04-ENB08', 'MP17-EN083', 'TDIL-EN032']",36921,UR Ultra Rare,SPEED DUEL TOURNAMENT PACK 3,2022-03-10,Toon Dark Magician,12431,267678,STP3-EN004UR,2022-03-10,"['STP3-EN004 (SPEED DUEL TOURNAMENT PACK 3)', 'LDS1-EN067 (LEGENDARY DUELISTS: SEASON 1)', 'SS04-ENB08 (SPEED DUEL STARTER DECKS: MATCH OF THE MILLENNIUM)', 'MP17-EN083 (2017 MEGA-TINS MEGA PACK)', 'TDIL-EN032 (THE DARK ILLUSION)']"
Toon Dark Magician Girl,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control ""Toon World"". If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks. Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's GY.",MONSTER,[Spellcaster／Toon／Effect],DARK,2000.0,1700.0,,,,"['LDS1-EN057', 'DUPO-EN041', 'DPBC-EN044', 'LCYW-EN111', 'GLD4-EN015', 'PT02-EN002', 'JUMP-EN010']",36926,C Common,LEGENDARY DUELISTS: SEASON 1,2020-07-03,Toon Dark Magician Girl,5450,217465,LDS1-EN057C,2020-07-03,"['LDS1-EN057 (LEGENDARY DUELISTS: SEASON 1)', 'DUPO-EN041 (DUEL POWER)', 'DPBC-EN044 (DUELIST PACK - BATTLE CITY -)', ""LCYW-EN111 (LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK)"", 'GLD4-EN015 (GOLD SERIES 4 PYRAMIDS EDITION)', 'PT02-EN002 (PHARAOH TOUR 2006)', 'JUMP-EN010 (SHONEN JUMP Promotional Card - December 2006 -)']"
