Unnamed: 0,name,description,set_id,rarity,price,volatility,type,sub_type,attribute,rank,attack,defense,set_name,set_release,name_official,index,index_market,join_id,set_release_parsed
33627,Splash Mage,"2 Cyberse monstersYou can target 1 Cyberse monster in your GY; Special Summon it in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. You can only use this effect of ""Splash Mage"" once per turn.",RA04-EN080,UR Ultra Rare,,,MONSTER,[Cyberse／Link／Effect],WATER,,1100.0,,QUARTER CENTURY STAMPEDE,2025-04-11,Splash Mage,15034,627109,RA04-EN080UR,2025-04-11
33628,Splash Mage,"2 Cyberse monstersYou can target 1 Cyberse monster in your GY; Special Summon it in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. You can only use this effect of ""Splash Mage"" once per turn.",RA04-EN080,SE Secret Rare,,,MONSTER,[Cyberse／Link／Effect],WATER,,1100.0,,QUARTER CENTURY STAMPEDE,2025-04-11,Splash Mage,15034,627106,RA04-EN080SE,2025-04-11
33629,Splash Mage,"2 Cyberse monstersYou can target 1 Cyberse monster in your GY; Special Summon it in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. You can only use this effect of ""Splash Mage"" once per turn.",RA04-EN080,PS Platinum Secret Rare,,,MONSTER,[Cyberse／Link／Effect],WATER,,1100.0,,QUARTER CENTURY STAMPEDE,2025-04-11,Splash Mage,15034,627104,RA04-EN080PS,2025-04-11
33630,Splash Mage,"2 Cyberse monstersYou can target 1 Cyberse monster in your GY; Special Summon it in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. You can only use this effect of ""Splash Mage"" once per turn.",RA04-EN080,QCSE Quarter Century Secret Rare,,,MONSTER,[Cyberse／Link／Effect],WATER,,1100.0,,QUARTER CENTURY STAMPEDE,2025-04-11,Splash Mage,15034,627105,RA04-EN080QCSE,2025-04-11
33631,Splash Mage,"2 Cyberse monstersYou can target 1 Cyberse monster in your GY; Special Summon it in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. You can only use this effect of ""Splash Mage"" once per turn.",GFTP-EN106,UR Ultra Rare,,,MONSTER,[Cyberse／Link／Effect],WATER,,1100.0,,GHOSTS FROM THE PAST,2021-04-16,Splash Mage,15034,235785,GFTP-EN106UR,2021-04-16
33632,Splash Mage,"2 Cyberse monstersYou can target 1 Cyberse monster in your GY; Special Summon it in Defense Position, but negate its effects, also you cannot Special Summon for the rest of this turn, except Cyberse monsters. You can only use this effect of ""Splash Mage"" once per turn.",ETCO-EN048,C Common,,,MONSTER,[Cyberse／Link／Effect],WATER,,1100.0,,ETERNITY CODE,2020-05-01,Splash Mage,15034,213367,ETCO-EN048C,2020-05-01
33633,Splendid Rose,"1 Tuner + 1+ non-Tuner monstersOnce per turn: You can banish 1 Plant monster from your GY, then target 1 face-up monster your opponent controls; halve that target's ATK, until the end of this turn. During the Battle Phase, if this card attacked: You can banish 1 Plant monster from your GY; halve this card's ATK until the end of this turn, and if you do, this card can make a second attack during this Battle Phase.",LDS2-EN111,C Common,,,MONSTER,[Plant／Synchro／Effect],WIND,,2200.0,2000.0,LEGENDARY DUELISTS: SEASON 2,2021-01-22,Splendid Rose,8818,230356,LDS2-EN111C,2021-01-22
33634,Splendid Rose,"1 Tuner + 1+ non-Tuner monstersOnce per turn: You can banish 1 Plant monster from your GY, then target 1 face-up monster your opponent controls; halve that target's ATK, until the end of this turn. During the Battle Phase, if this card attacked: You can banish 1 Plant monster from your GY; halve this card's ATK until the end of this turn, and if you do, this card can make a second attack during this Battle Phase.",LC5D-EN100,R Rare,,,MONSTER,[Plant／Synchro／Effect],WIND,,2200.0,2000.0,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,Splendid Rose,8818,93935,LC5D-EN100R,2014-10-24
33635,Splendid Rose,"1 Tuner + 1+ non-Tuner monstersOnce per turn: You can banish 1 Plant monster from your GY, then target 1 face-up monster your opponent controls; halve that target's ATK, until the end of this turn. During the Battle Phase, if this card attacked: You can banish 1 Plant monster from your GY; halve this card's ATK until the end of this turn, and if you do, this card can make a second attack during this Battle Phase.",TSHD-EN043,UR Ultra Rare,,,MONSTER,[Plant／Synchro／Effect],WIND,,2200.0,2000.0,THE SHINING DARKNESS,2010-05-11,Splendid Rose,8818,34990,TSHD-EN043UR,2010-05-11
33636,Splendid Rose,"1 Tuner + 1+ non-Tuner monstersOnce per turn: You can banish 1 Plant monster from your GY, then target 1 face-up monster your opponent controls; halve that target's ATK, until the end of this turn. During the Battle Phase, if this card attacked: You can banish 1 Plant monster from your GY; halve this card's ATK until the end of this turn, and if you do, this card can make a second attack during this Battle Phase.",TSHD-EN043,UL Ultimate Rare,,,MONSTER,[Plant／Synchro／Effect],WIND,,2200.0,2000.0,THE SHINING DARKNESS,2010-05-11,Splendid Rose,8818,58449,TSHD-EN043UL,2010-05-11
33637,Splendid Venus,All non-Fairy monsters lose 500 ATK/DEF. The activation and effects of Spell/Trap Cards activated on your field cannot be negated.,SR05-EN012,C Common,,,MONSTER,[Fairy／Effect],LIGHT,,2800.0,2400.0,STRUCTURE DECK WAVE OF LIGHT,2018-01-19,Splendid Venus,7347,156002,SR05-EN012C,2018-01-19
33638,Splendid Venus,All non-Fairy monsters lose 500 ATK/DEF. The activation and effects of Spell/Trap Cards activated on your field cannot be negated.,BP02-EN070,R Rare,,,MONSTER,[Fairy／Effect],LIGHT,,2800.0,2400.0,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,Splendid Venus,7347,69216,BP02-EN070R,2013-06-28
33639,Splendid Venus,All non-Fairy monsters lose 500 ATK/DEF. The activation and effects of Spell/Trap Cards activated on your field cannot be negated.,BP02-EN070,MR Mosaic Rare,,,MONSTER,[Fairy／Effect],LIGHT,,2800.0,2400.0,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,Splendid Venus,7347,69454,BP02-EN070MR,2013-06-28
33640,Splendid Venus,All non-Fairy monsters lose 500 ATK/DEF. The activation and effects of Spell/Trap Cards activated on your field cannot be negated.,SDLS-EN009,C Common,,,MONSTER,[Fairy／Effect],LIGHT,,2800.0,2400.0,LOST SANCTUARY STRUCTURE DECK,2011-06-14,Splendid Venus,7347,47143,SDLS-EN009C,2011-06-14
33641,Splendid Venus,All non-Fairy monsters lose 500 ATK/DEF. The activation and effects of Spell/Trap Cards activated on your field cannot be negated.,TDGS-EN094,SE Secret Rare,,,MONSTER,[Fairy／Effect],LIGHT,,2800.0,2400.0,THE DUELIST GENESIS,2008-09-02,Splendid Venus,7347,27592,TDGS-EN094SE,2008-09-02
33642,Split Mirror of the Underworld,"When you take damage from your opponent's card effect or their monster's attack: Apply the appropriate effect based on the type of damage.●Battle: Special Summon 1 monster from your GY, with ATK less than or equal to the damage, and if you do, end the Battle Phase after the Damage Step.●Effect: Inflict double the damage you took to your opponent.You can only activate 1 ""Split Mirror of the Underworld"" per turn.",MP24-EN386,C Common,,,TRAP,,,,,,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,Split Mirror of the Underworld,18866,579860,MP24-EN386C,2024-09-20
33643,Split Mirror of the Underworld,"When you take damage from your opponent's card effect or their monster's attack: Apply the appropriate effect based on the type of damage.●Battle: Special Summon 1 monster from your GY, with ATK less than or equal to the damage, and if you do, end the Battle Phase after the Damage Step.●Effect: Inflict double the damage you took to your opponent.You can only activate 1 ""Split Mirror of the Underworld"" per turn.",DUNE-EN079,C Common,,,TRAP,,,,,,DUELIST NEXUS,2023-07-28,Split Mirror of the Underworld,18866,504938,DUNE-EN079C,2023-07-28
33644,Splitting Planarian,"You can banish this card you control; Special Summon 2 Level 3 Insect monsters from your Deck with the same name from each other, but their effects are negated, also banish them during the End Phase. You can only use this effect of ""Splitting Planarian"" once per turn.",MP25-EN263,UR Ultra Rare,,,MONSTER,[Insect／Effect],DARK,,1000.0,800.0,2025 MEGA-PACK TIN,2025-09-05,Splitting Planarian,20452,651662,MP25-EN263UR,2025-09-05
33645,Splitting Planarian,"You can banish this card you control; Special Summon 2 Level 3 Insect monsters from your Deck with the same name from each other, but their effects are negated, also banish them during the End Phase. You can only use this effect of ""Splitting Planarian"" once per turn.",ROTA-EN100,SR Super Rare,,,MONSTER,[Insect／Effect],DARK,,1000.0,800.0,RAGE OF THE ABYSS,2024-10-11,Splitting Planarian,20452,584363,ROTA-EN100SR,2024-10-11
33646,Spool Code,"When an opponent's monster declares a direct attack, while you have 3 or more Cyberse monsters in your GY: Negate the attack, then, you can Special Summon up to 3 ""Spool Tokens"" (Cyberse/LIGHT/Level 1/ATK 0/DEF 0) in Defense Position. These Tokens cannot be Tributed for a Tribute Summon.",FIGA-EN040,SR Super Rare,,,SPELL,Quick-Play,,,,,FISTS OF THE GADGETS,2019-08-23,Spool Code,13875,196956,FIGA-EN040SR,2019-08-23
33647,Spore,"If this card is in your GY: You can banish 1 other Plant monster from your GY; Special Summon this card, and if you do, increase its Level by the Level of that banished monster. You can only use this effect of ""Spore"" once per Duel.",OP13-EN016,C Common,,,MONSTER,[Plant／Tuner／Effect],WIND,,400.0,800.0,OTS TOURNAMENT PACK 13,2020-06-15,Spore,8795,216675,OP13-EN016C,2020-06-15
33648,Spore,"If this card is in your GY: You can banish 1 other Plant monster from your GY; Special Summon this card, and if you do, increase its Level by the Level of that banished monster. You can only use this effect of ""Spore"" once per Duel.",GENF-ENSE2,SR Super Rare,,,MONSTER,[Plant／Tuner／Effect],WIND,,400.0,800.0,GENERATION FORCE SPECIAL EDITION,2011-09-20,Spore,8795,60105,GENF-ENSE2SR,2011-09-20
33649,Spore,"If this card is in your GY: You can banish 1 other Plant monster from your GY; Special Summon this card, and if you do, increase its Level by the Level of that banished monster. You can only use this effect of ""Spore"" once per Duel.",TSHD-EN019,C Common,,,MONSTER,[Plant／Tuner／Effect],WIND,,400.0,800.0,THE SHINING DARKNESS,2010-05-11,Spore,8795,34966,TSHD-EN019C,2010-05-11
33650,Spore the Fairy Seed,"If this card is Special Summoned: You can count the number of monsters you control, and have this card gain up to that many Levels. If you control ""Ancient Fairy Dragon"", or a LIGHT monster (Beast, Plant, or Fairy), and this card is in your GY: You can Special Summon this card, also you cannot Special Summon from the Extra Deck for the rest of this turn, except Synchro Monsters. You can only use this effect of ""Spore the Fairy Seed"" once per turn.",ALIN-EN007,C Common,,,MONSTER,[Plant／Tuner／Effect],LIGHT,,400.0,800.0,ALLIANCE INSIGHT,2025-05-02,Spore the Fairy Seed,21144,629377,ALIN-EN007C,2025-05-02
33651,Spright Blue,"If you control a Level/Rank 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Blue"" once per turn this way. If this card is Special Summoned: You can add 1 ""Spright"" monster from your Deck to your hand, except ""Spright Blue"". You can only use this effect of ""Spright Blue"" once per turn.",BLTR-EN075,UR Ultra Rare,,,MONSTER,[Thunder／Effect],DARK,,1100.0,1000.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Spright Blue,17405,554931,BLTR-EN075UR,2024-06-21
33652,Spright Blue,"If you control a Level/Rank 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Blue"" once per turn this way. If this card is Special Summoned: You can add 1 ""Spright"" monster from your Deck to your hand, except ""Spright Blue"". You can only use this effect of ""Spright Blue"" once per turn.",OP21-EN001,UL Ultimate Rare,,,MONSTER,[Thunder／Effect],DARK,,1100.0,1000.0,OTS TOURNAMENT PACK 21,2023-02-08,Spright Blue,17405,482378,OP21-EN001UL,2023-02-08
33653,Spright Blue,"If you control a Level/Rank 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Blue"" once per turn this way. If this card is Special Summoned: You can add 1 ""Spright"" monster from your Deck to your hand, except ""Spright Blue"". You can only use this effect of ""Spright Blue"" once per turn.",POTE-EN003,SE Secret Rare,,,MONSTER,[Thunder／Effect],DARK,,1100.0,1000.0,POWER OF THE ELEMENTS,2022-08-05,Spright Blue,17405,279949,POTE-EN003SE,2022-08-05
33654,Spright Carrot,"If you control a Level/Link 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Carrot"" once per turn this way. When your opponent activates a Spell/Trap Card or effect (Quick Effect): You can Tribute 1 other Level/Rank/Link 2 monster; negate that effect, then if you Tributed a Rank/Link 2 monster to activate this effect, you can destroy that card. You can only use this effect of ""Spright Carrot"" once per turn.",BLMR-EN067,UR Ultra Rare,,,MONSTER,[Thunder／Effect],FIRE,,1000.0,1900.0,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,Spright Carrot,17409,500455,BLMR-EN067UR,2023-06-23
33655,Spright Carrot,"If you control a Level/Link 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Carrot"" once per turn this way. When your opponent activates a Spell/Trap Card or effect (Quick Effect): You can Tribute 1 other Level/Rank/Link 2 monster; negate that effect, then if you Tributed a Rank/Link 2 monster to activate this effect, you can destroy that card. You can only use this effect of ""Spright Carrot"" once per turn.",POTE-EN007,C Common,,,MONSTER,[Thunder／Effect],FIRE,,1000.0,1900.0,POWER OF THE ELEMENTS,2022-08-05,Spright Carrot,17409,279953,POTE-EN007C,2022-08-05
33656,Spright Double Cross,"Target 1 monster on the field or in either GY, then activate 1 of these appropriate effects;●Attach the targeted monster to 1 Rank 2 monster you control as material.●Place the targeted monster your opponent controls in your zone your Link-2 monster points to, and take control of it.●Special Summon the targeted monster from either GY to your zone your Link-2 monster points to.You can only activate 1 ""Spright Double Cross"" per turn.",DABL-EN074,SR Super Rare,,,TRAP,,,,,,DARKWING BLAST,2022-10-21,Spright Double Cross,17829,450179,DABL-EN074SR,2022-10-21
33657,Spright Elf,"2 monsters, including a Level/Rank/Link 2 monsterCannot be used as Link Material the turn it is Link Summoned. Your opponent cannot target monsters this card points to with card effects. During the Main Phase (Quick Effect): You can target 1 Level 2 monster in your GY, or, if your opponent controls a monster, you can target 1 Rank/Link 2 monster instead; Special Summon it. You can only use this effect of ""Spright Elf"" once per turn.",POTE-EN049,UR Ultra Rare,,,MONSTER,[Thunder／Link／Effect],FIRE,,1400.0,,POWER OF THE ELEMENTS,2022-08-05,Spright Elf,17451,280013,POTE-EN049UR,2022-08-05
33658,Spright Gamma Burst,"All Level/Rank/Link 2 monsters currently on the field gain 1400 ATK/DEF until the end of this turn. During your Main Phase: You can banish this card from your GY, then target 1 Level/Rank/Link 2 monster you control; it gains 1400 ATK until the end of your opponent's turn. You can only use 1 ""Spright Gamma Burst"" effect per turn, and only once that turn.",BLTR-EN105,UR Ultra Rare,,,SPELL,Quick-Play,,,,,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Spright Gamma Burst,17458,554963,BLTR-EN105UR,2024-06-21
33659,Spright Gamma Burst,"All Level/Rank/Link 2 monsters currently on the field gain 1400 ATK/DEF until the end of this turn. During your Main Phase: You can banish this card from your GY, then target 1 Level/Rank/Link 2 monster you control; it gains 1400 ATK until the end of your opponent's turn. You can only use 1 ""Spright Gamma Burst"" effect per turn, and only once that turn.",POTE-EN056,C Common,,,SPELL,Quick-Play,,,,,POWER OF THE ELEMENTS,2022-08-05,Spright Gamma Burst,17458,280020,POTE-EN056C,2022-08-05
33660,Spright Jet,"If you control a Level/Rank 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Jet"" once per turn this way. If this card is Special Summoned: You can add 1 ""Spright"" Spell/Trap from your Deck to your hand. You can only use this effect of ""Spright Jet"" once per turn.",BLTR-EN076,UR Ultra Rare,,,MONSTER,[Thunder／Effect],DARK,,1300.0,700.0,BATTLES OF LEGEND: TERMINAL REVENGE,2024-06-21,Spright Jet,17406,554932,BLTR-EN076UR,2024-06-21
33661,Spright Jet,"If you control a Level/Rank 2 monster, you can Special Summon this card (from your hand). You can only Special Summon ""Spright Jet"" once per turn this way. If this card is Special Summoned: You can add 1 ""Spright"" Spell/Trap from your Deck to your hand. You can only use this effect of ""Spright Jet"" once per turn.",POTE-EN004,SR Super Rare,,,MONSTER,[Thunder／Effect],DARK,,1300.0,700.0,POWER OF THE ELEMENTS,2022-08-05,Spright Jet,17406,279950,POTE-EN004SR,2022-08-05
