set_id,set_name,set_release,join_id,card_set_id
MP24-EN322,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN322C,29261
PHHY-EN054,PHOTON HYPERNOVA,2023-02-10,PHHY-EN054C,29262
MP25-EN347,2025 MEGA-PACK TIN,2025-09-05,MP25-EN347C,29263
LEDE-EN028,LEGACY OF DESTRUCTION,2024-04-26,LEDE-EN028C,29264
MP16-EN055,2016 MEGA-TINS MEGA PACK,2016-09-02,MP16-EN055C,29265
CORE-EN009,CLASH OF REBELLIONS,2015-08-07,CORE-EN009C,29266
OP18-EN014,OTS TOURNAMENT PACK 18,2022-02-23,OP18-EN014C,29267
LEHD-ENB02,LEGENDARY HERO DECKS,2018-10-12,LEHD-ENB02C,29268
LC5D-EN180,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN180SE,29269
STOR-EN013,STORM OF RAGNAROK,2011-02-08,STOR-EN013R,29270
LEHD-ENB01,LEGENDARY HERO DECKS,2018-10-12,LEHD-ENB01C,29271
LC5D-EN177,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN177SE,29272
BP02-EN094,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN094C,29273
BP01-EN216,BATTLE PACK EPIC DAWN,2012-05-28,BP01-EN216C,29274
STOR-EN010,STORM OF RAGNAROK,2011-02-08,STOR-EN010SR,29275
INCH-EN056,THE INFINITY CHASERS,2019-03-22,INCH-EN056SR,29276
ABYR-EN053,ABYSS RISING,2012-11-09,ABYR-EN053SR,29277
LEDE-EN046,LEGACY OF DESTRUCTION,2024-04-26,LEDE-EN046C,29278
ETCO-EN083,ETERNITY CODE,2020-05-01,ETCO-EN083C,29279
MP15-EN150,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN150SR,29280
NECH-ENS05,THE NEW CHALLENGERS SUPER EDITION,2014-12-05,NECH-ENS05SR,29281
NECH-EN031,THE NEW CHALLENGERS,2014-11-07,NECH-EN031SR,29282
MP24-EN389,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN389C,29283
AGOV-EN024,AGE OF OVERLORD,2023-10-20,AGOV-EN024C,29284
BP03-EN096,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN096R,29285
BP02-EN114,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN114C,29286
GAOV-EN085,GALACTIC OVERLORD,2012-05-08,GAOV-EN085SE,29287
SP14-EN010,STAR PACK 2014,2014-02-21,SP14-EN010C,29288
BP02-EN110,BATTLE PACK 2 WAR OF THE GIANTS,2013-06-28,BP02-EN110C,29289
YS13-EN017,SUPER STARTER V FOR VICTORY,2013-06-14,YS13-EN017C,29290
GAOV-EN004,GALACTIC OVERLORD,2012-05-08,GAOV-EN004SR,29291
LTGY-EN005,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN005C,29292
GFP2-EN112,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN112UR,29293
SR07-EN000,STRUCTURE DECK: ZOMBIE HORDE,2018-11-02,SR07-EN000SR,29294
HISU-EN050,HIDDEN SUMMONERS,2018-11-16,HISU-EN050SR,29295
MP16-EN103,2016 MEGA-TINS MEGA PACK,2016-09-02,MP16-EN103SE,29296
CORE-EN098,CLASH OF REBELLIONS,2015-08-07,CORE-EN098SE,29297
DR3-EN049,DARK REVELATION Volume 3,2006-11-25,DR3-EN049C,29298
SOD-EN049,SOUL OF THE DUELIST,2004-10-01,SOD-EN049C,29299
MAZE-EN053,MAZE OF MEMORIES,2023-03-10,MAZE-EN053UR,29300
SESL-EN022,SECRET SLAYERS,2020-04-02,SESL-EN022SE,29301
POTE-EN073,POWER OF THE ELEMENTS,2022-08-05,POTE-EN073C,29302
DABL-EN056,DARKWING BLAST,2022-10-21,DABL-EN056C,29303
OP21-EN006,OTS TOURNAMENT PACK 21,2023-02-08,OP21-EN006SR,29304
POTE-EN013,POWER OF THE ELEMENTS,2022-08-05,POTE-EN013C,29305
DABL-EN057,DARKWING BLAST,2022-10-21,DABL-EN057C,29306
POTE-EN043,POWER OF THE ELEMENTS,2022-08-05,POTE-EN043SE,29307
MP24-EN066,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN066PSE,29308
PHHY-EN008,PHOTON HYPERNOVA,2023-02-10,PHHY-EN008UR,29309
POTE-EN042,POWER OF THE ELEMENTS,2022-08-05,POTE-EN042UR,29310
OP21-EN005,OTS TOURNAMENT PACK 21,2023-02-08,OP21-EN005SR,29311
POTE-EN012,POWER OF THE ELEMENTS,2022-08-05,POTE-EN012C,29312
POTE-EN071,POWER OF THE ELEMENTS,2022-08-05,POTE-EN071C,29313
MP24-EN179,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN179UR,29314
PHHY-EN061,PHOTON HYPERNOVA,2023-02-10,PHHY-EN061C,29315
OP21-EN002,OTS TOURNAMENT PACK 21,2023-02-08,OP21-EN002UL,29316
POTE-EN015,POWER OF THE ELEMENTS,2022-08-05,POTE-EN015UR,29317
DABL-EN039,DARKWING BLAST,2022-10-21,DABL-EN039SE,29318
POTE-EN014,POWER OF THE ELEMENTS,2022-08-05,POTE-EN014SR,29319
DABL-EN058,DARKWING BLAST,2022-10-21,DABL-EN058C,29320
POTE-EN072,POWER OF THE ELEMENTS,2022-08-05,POTE-EN072C,29321
TDGS-EN088,THE DUELIST GENESIS,2008-09-02,TDGS-EN088R,29322
CRMS-EN055,CRIMSON CRISIS,2009-03-03,CRMS-EN055C,29323
BP03-EN048,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN048R,29324
TDGS-EN022,THE DUELIST GENESIS,2008-09-02,TDGS-EN022C,29325
BP03-EN208,BATTLE PACK 3 MONSTER LEAGUE,2014-08-01,BP03-EN208C,29326
TDGS-EN072,THE DUELIST GENESIS,2008-09-02,TDGS-EN072C,29327
CSOC-EN055,CROSSROADS OF CHAOS,2008-11-18,CSOC-EN055C,29328
DUAD-EN060,DUELIST'S ADVANCE,2025-07-04,DUAD-EN060C,29329
MP24-EN193,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN193UR,29330
CYAC-EN020,CYBERSTORM ACCESS,2023-05-05,CYAC-EN020SR,29331
MP24-EN344,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN344C,29332
CYAC-EN045,CYBERSTORM ACCESS,2023-05-05,CYAC-EN045UR,29333
INOV-EN062,INVASION: VENGEANCE,2016-11-04,INOV-EN062SR,29334
MP24-EN194,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN194UR,29335
CYAC-EN021,CYBERSTORM ACCESS,2023-05-05,CYAC-EN021SR,29336
BLMR-EN083,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN083SE,29337
CROS-EN050,CROSSED SOULS,2015-05-15,CROS-EN050UR,29338
EGS1-EN006,EGYPTIAN GOD DECK: SLIFER THE SKY DRAGON,2021-06-18,EGS1-EN006SR,29339
REDU-EN017,RETURN OF THE DUELIST,2012-08-28,REDU-EN017SR,29340
SOVR-ENSE1,STARDUST OVERDRIVE SPECIAL EDITION,2009-12-15,SOVR-ENSE1SR,29341
CSOC-EN088,CROSSROADS OF CHAOS,2008-11-18,CSOC-EN088SE,29342
BLMM-EN120,BATTLES OF LEGEND: MONSTER MAYHEM (Americas only),2025-06-13,BLMM-EN120UR,29343
RA03-EN011,QUARTER CENTURY BONANZA,2024-11-07,RA03-EN011SR,29344
MGED-EN011,MAXIMUM GOLD: EL DORADO,2021-11-19,MGED-EN011PGR,29345
MYFI-EN045,MYSTIC FIGHTERS,2019-11-22,MYFI-EN045SR,29346
CT10-EN004,COLLECTIBLE TIN 2013 WAVE 2,2013-11-22,CT10-EN004SE,29347
LTGY-EN041,LORD OF THE TACHYON GALAXY,2013-05-17,LTGY-EN041R,29348
SUDA-EN028,SUPREME DARKNESS,2025-01-24,SUDA-EN028C,29349
OP02-EN015,OTS TOURNAMENT PACK 2,2016-07-15,OP02-EN015C,29350
TP8-EN016,TOURNAMENT PACK 8,2006-04-28,TP8-EN016C,29351
MP25-EN017,2025 MEGA-PACK TIN,2025-09-05,MP25-EN017STAR,29352
MZTM-EN097,MAZE OF THE MASTER,2025-03-14,MZTM-EN097R,29353
DPRP-EN037,DUELIST PACK - RIVALS OF THE PHARAOH -,2016-09-16,DPRP-EN037C,29354
PGL2-EN056,PREMIUM GOLD: RETURN OF THE BLING,2015-03-20,PGL2-EN056GR,29355
SDMA-EN038,STRUCTURE DECK - MARIK -,2010-10-19,SDMA-EN038UR,29356
MP18-EN144,2018 MEGA-TINS MEGA PACK,2018-08-31,MP18-EN144C,29357
CIBR-EN064,CIRCUIT BREAK,2017-10-20,CIBR-EN064C,29358
SDWA-EN031,SAMURAI WARLORDS STRUCTURE DECK,2012-06-26,SDWA-EN031C,29359
STOR-EN051,STORM OF RAGNAROK,2011-02-08,STOR-EN051SR,29360
ABPF-EN050,ABSOLUTE POWERFORCE,2010-02-16,ABPF-EN050C,29361
SUDA-EN030,SUPREME DARKNESS,2025-01-24,SUDA-EN030C,29362
SP14-EN029,STAR PACK 2014,2014-02-21,SP14-EN029C,29363
YS12-EN041,STARTER DECK XYZ SYMPHONY,2012-04-17,YS12-EN041SR,29364
BLAR-EN10K,BATTLES OF LEGEND: ARMAGEDDON,2020-07-24,BLAR-EN10K10000 SE,29365
MP25-EN025,2025 MEGA-PACK TIN,2025-09-05,MP25-EN025STAR,29366
SR01-EN029,EMPEROR OF DARKNESS STRUCTURE DECK,2016-01-29,SR01-EN029C,29367
MP15-EN232,2015 MEGA-TINS MEGA PACK,2015-09-18,MP15-EN232R,29368
SECE-EN061,SECRETS OF ETERNITY,2015-01-16,SECE-EN061R,29369
MP24-EN326,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN326C,29370
PHHY-EN065,PHOTON HYPERNOVA,2023-02-10,PHHY-EN065C,29371
HISU-EN034,HIDDEN SUMMONERS,2018-11-16,HISU-EN034SE,29372
DR04-EN137,DARK REVELATION Volume 4,2007-11-14,DR04-EN137R,29373
SOI-EN017,SHADOW OF INFINITY,2006-02-18,SOI-EN017C,29374
BLRR-EN037,BATTLES OF LEGEND: RELENTLESS REVENGE,2018-06-29,BLRR-EN037UR,29375
MP17-EN020,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN020R,29376
SHVI-EN038,SHINING VICTORIES,2016-05-06,SHVI-EN038R,29377
MP25-EN184,2025 MEGA-PACK TIN,2025-09-05,MP25-EN184UR,29378
OP27-EN006,OTS TOURNAMENT PACK 27,2025-02-27,OP27-EN006SR,29379
LEDE-EN018,LEGACY OF DESTRUCTION,2024-04-26,LEDE-EN018C,29380
MP25-EN183,2025 MEGA-PACK TIN,2025-09-05,MP25-EN183UR,29381
LEDE-EN017,LEGACY OF DESTRUCTION,2024-04-26,LEDE-EN017C,29382
MP25-EN082,2025 MEGA-PACK TIN,2025-09-05,MP25-EN082PSE,29383
INFO-EN019,THE INFINITE FORBIDDEN,2024-07-19,INFO-EN019UR,29384
MP25-EN064,2025 MEGA-PACK TIN,2025-09-05,MP25-EN064PSE,29385
LEDE-EN016,LEGACY OF DESTRUCTION,2024-04-26,LEDE-EN016SR,29386
ALIN-EN024,ALLIANCE INSIGHT,2025-05-02,ALIN-EN024C,29387
YS11-EN010,STARTER DECK DAWN OF THE XYZ,2011-07-12,YS11-EN010C,29388
CRBR-EN052,CROSSOVER BREAKERS,2024-12-06,CRBR-EN052R,29389
GFP2-EN083,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN083UR,29390
MP20-EN106,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN106C,29391
OP12-EN009,OTS TOURNAMENT PACK 12,2019-12-05,OP12-EN009SR,29392
RIRA-EN012,RISING RAMPAGE,2019-07-27,RIRA-EN012R,29393
CRBR-EN055,CROSSOVER BREAKERS,2024-12-06,CRBR-EN055R,29394
GFP2-EN088,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN088UR,29395
MP20-EN161,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN161C,29396
CHIM-EN019,CHAOS IMPACT,2019-10-25,CHIM-EN019R,29397
GFP2-EN085,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN085UR,29398
MP20-EN108,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN108C,29399
RIRA-EN014,RISING RAMPAGE,2019-07-27,RIRA-EN014R,29400
SUDA-EN042,SUPREME DARKNESS,2025-01-24,SUDA-EN042UR,29401
CRBR-EN053,CROSSOVER BREAKERS,2024-12-06,CRBR-EN053R,29402
GFP2-EN086,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN086UR,29403
MP20-EN109,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN109C,29404
RIRA-EN015,RISING RAMPAGE,2019-07-27,RIRA-EN015R,29405
OP17-EN025,OTS TOURNAMENT PACK 17,2021-10-06,OP17-EN025C,29406
DUOV-EN026,DUEL OVERLOAD,2020-03-20,DUOV-EN026UR,29407
GFP2-EN084,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN084UR,29408
MP20-EN107,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN107C,29409
RIRA-EN013,RISING RAMPAGE,2019-07-27,RIRA-EN013R,29410
SUDA-EN021,SUPREME DARKNESS,2025-01-24,SUDA-EN021SE,29411
CRBR-EN054,CROSSOVER BREAKERS,2024-12-06,CRBR-EN054R,29412
GFP2-EN087,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN087UR,29413
EGS1-EN019,EGYPTIAN GOD DECK: SLIFER THE SKY DRAGON,2021-06-18,EGS1-EN019C,29414
MP20-EN110,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN110C,29415
OP12-EN010,OTS TOURNAMENT PACK 12,2019-12-05,OP12-EN010SR,29416
RIRA-EN016,RISING RAMPAGE,2019-07-27,RIRA-EN016R,29417
SUDA-EN062,SUPREME DARKNESS,2025-01-24,SUDA-EN062SR,29418
RA04-EN148,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN148PS,29419
STOR-EN062,STORM OF RAGNAROK,2011-02-08,STOR-EN062C,29420
MP17-EN219,2017 MEGA-TINS MEGA PACK,2017-08-25,MP17-EN219C,29421
RATE-EN067,RAGING TEMPEST,2017-02-10,RATE-EN067C,29422
LCGX-EN121,LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK,2011-10-04,LCGX-EN121R,29423
PP02-EN013,PREMIUM PACK 2,2008-07-31,PP02-EN013SR,29424
LOB-EN080,LEGEND OF BLUE EYES WHITE DRAGON (LC01 25th Anniversary Edition),2023-04-21,LOB-EN080C,29425
SDK-013,STARTER DECK KAIBA,2002-03-29,SDK-013C,29426
LOB-080,LEGEND OF BLUE EYES WHITE DRAGON,2002-03-08,LOB-080C,29427
RA04-EN084,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN084SR,29428
VASM-EN013,VALIANT SMASHERS,2023-11-17,VASM-EN013R,29429
BLMR-EN087,BATTLES OF LEGEND: MONSTROUS REVENGE,2023-06-23,BLMR-EN087SE,29430
SDCH-EN024,STRUCTURE DECK: SPIRIT CHARMERS,2020-10-23,SDCH-EN024C,29431
SDSA-EN024,STRUCTURE DECK: SACRED BEASTS,2020-07-10,SDSA-EN024C,29432
DUOV-EN088,DUEL OVERLOAD,2020-03-20,DUOV-EN088UR,29433
SR08-EN032,STRUCTURE DECK: ORDER OF THE SPELLCASTERS,2019-04-19,SR08-EN032C,29434
LEHD-ENA25,LEGENDARY HERO DECKS,2018-10-12,LEHD-ENA25C,29435
SDPL-EN030,STRUCTURE DECK: POWERCODE LINK,2018-08-10,SDPL-EN030C,29436
LCKC-EN090,LEGENDARY COLLECTION KAIBA MEGA PACK,2018-03-09,LCKC-EN090SE,29437
LEDD-ENC21,LEGENDARY DRAGON DECKS,2017-10-06,LEDD-ENC21C,29438
OP05-EN003,OTS TOURNAMENT PACK 5,2017-08-03,OP05-EN003UL,29439
YS17-EN031,STARTER DECK - LINK STRIKE -,2017-07-21,YS17-EN031C,29440
SR03-EN032,MACHINE REACTOR STRUCTURE DECK,2017-04-14,SR03-EN032C,29441
SR04-EN029,DINOSMASHER’S FURY STRUCTURE DECK,2017-04-14,SR04-EN029C,29442
SR02-EN034,RISE OF THE TRUE DRAGONS STRUCTURE DECK,2016-07-08,SR02-EN034C,29443
SDMP-EN035,MASTER OF PENDULUM STRUCTURE DECK,2015-12-04,SDMP-EN035C,29444
SDGR-EN028,GEARGIA RAMPAGE STRUCTURE DECK,2014-10-17,SDGR-EN028C,29445
AP01-EN009,ASTRAL PACK ONE,2012-11-30,AP01-EN009SR,29446
SDRE-EN025,REALM OF THE SEA EMPEROR STRUCTURE DECK,2012-10-16,SDRE-EN025C,29447
SDGU-EN029,GATES OF THE UNDERWORLD STRUCTURE DECK,2011-10-18,SDGU-EN029C,29448
SDLS-EN025,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN025C,29449
TU01-EN013,TURBO PACK BOOSTER ONE,2009-08-15,TU01-EN013C,29450
SDSC-EN028,SPELLCASTER'S COMMAND STRUCTURE DECK,2009-03-31,SDSC-EN028C,29451
SDZW-EN025,ZOMBIE WORLD STRUCTURE DECK,2008-10-21,SDZW-EN025C,29452
SDRL-EN026,RISE OF THE DRAGON LORDS STRUCTURE DECK,2007-10-24,SDRL-EN026C,29453
CP02-EN018,CHAMPION PACK GAME TWO,2007-02-06,CP02-EN018C,29454
DR1-EN036,DARK REVELATION Volume 1,2005-03-19,DR1-EN036C,29455
PGD-088,PHARAONIC GUARDIAN,2003-07-18,PGD-088C,29456
YS14-EN014,SUPER STARTER SPACE-TIME SHOWDOWN,2014-07-11,YS14-EN014C,29457
SHSP-EN043,SHADOW SPECTERS,2013-11-08,SHSP-EN043C,29458
FOTB-EN050,FORCE OF THE BREAKER,2007-05-16,FOTB-EN050C,29459
MP19-EN091,2019 GOLD SARCOPHAGUS TIN MEGA PACK,2019-08-30,MP19-EN091C,29460
CYHO-EN022,CYBERNETIC HORIZON,2018-07-27,CYHO-EN022C,29461
SDBT-EN027,STRUCTURE DECK: BEWARE OF TRAPTRIX,2023-02-24,SDBT-EN027C,29462
GFTP-EN127,GHOSTS FROM THE PAST,2021-04-16,GFTP-EN127UR,29463
SDFC-EN046,STRUCTURE DECK: FREEZING CHAINS,2021-02-19,SDFC-EN046C,29464
DCR-EN072,DARK CRISIS (LC01 25th Anniversary Edition),2023-04-21,DCR-EN072SR,29465
SGX3-ENE03,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-ENE03C,29466
DR1-EN234,DARK REVELATION Volume 1,2005-03-19,DR1-EN234SR,29467
DCR-072,DARK CRISIS,2003-12-01,DCR-072SR,29468
IOC-EN060,INVASION OF CHAOS (LC01 25th Anniversary Edition),2023-04-21,IOC-EN060C,29469
SGX3-ENI26,SPEED DUEL GX: DUELISTS OF SHADOWS,2023-03-31,SGX3-ENI26C,29470
DR2-EN061,DARK REVELATION Volume 2,2005-10-20,DR2-EN061C,29471
IOC-060,INVASION OF CHAOS,2004-03-01,IOC-060C,29472
MP23-EN206,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,MP23-EN206C,29473
DABL-EN069,DARKWING BLAST,2022-10-21,DABL-EN069SR,29474
MP25-EN325,2025 MEGA-PACK TIN,2025-09-05,MP25-EN325C,29475
PHNI-EN079,PHANTOM NIGHTMARE,2024-02-09,PHNI-EN079SR,29476
OP24-EN011,OTS TOURNAMENT PACK 24,2024-02-14,OP24-EN011SR,29477
SDCK-EN040,STRUCTURE DECK: THE CRIMSON KING,2023-09-22,SDCK-EN040C,29478
MP23-EN146,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,MP23-EN146C,29479
POTE-EN078,POWER OF THE ELEMENTS,2022-08-05,POTE-EN078C,29480
MP22-EN109,2022 TIN OF THE PHARAOH'S GODS,2022-09-16,MP22-EN109C,29481
LIOV-EN085,LIGHTNING OVERDRIVE,2021-06-04,LIOV-EN085C,29482
DUAD-EN018,DUELIST'S ADVANCE,2025-07-04,DUAD-EN018SR,29483
GLAS-EN025,GLADIATOR'S ASSAULT,2007-11-14,GLAS-EN025C,29484
SUDA-EN018,SUPREME DARKNESS,2025-01-24,SUDA-EN018UR,29485
MP20-EN176,2020 TIN OF LOST MEMORIES,2020-08-28,MP20-EN176SR,29486
CHIM-EN046,CHAOS IMPACT,2019-10-25,CHIM-EN046UR,29487
RA03-EN189,QUARTER CENTURY BONANZA,2024-11-07,RA03-EN189PS,29488
RYMP-EN098,RA YELLOW MEGA PACK,2012-02-21,RYMP-EN098C,29489
LCGX-EN242,LEGENDARY COLLECTION 2 THE DUEL ACADEMY YEARS MEGA PACK,2011-10-04,LCGX-EN242SE,29490
GLAS-EN082,GLADIATOR'S ASSAULT,2007-11-14,GLAS-EN082UR,29491
WCPS-EN601,Yu-Gi-Oh! WORLD CHAMPIONSHIP 2006,2006-07-02,WCPS-EN601UR,29492
OP21-EN014,OTS TOURNAMENT PACK 21,2023-02-08,OP21-EN014C,29493
TSHD-EN032,THE SHINING DARKNESS,2010-05-11,TSHD-EN032C,29494
SR05-EN014,STRUCTURE DECK WAVE OF LIGHT,2018-01-19,SR05-EN014C,29495
SDLS-EN010,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN010C,29496
CRMS-EN095,CRIMSON CRISIS,2009-03-03,CRMS-EN095SE,29497
CMC-EN003,Yu-Gi-Oh! CAPSULE MONSTER COLISEUM Bundles,2004-11-26,CMC-EN003SR,29498
YS18-EN002,STARTER DECK CODEBREAKER,2018-07-13,YS18-EN002C,29499
LC5D-EN220,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN220C,29500
EXVC-EN069,EXTREME VICTORY,2011-05-10,EXVC-EN069C,29501
OP23-EN027,OTS TOURNAMENT PACK 23,2023-10-26,OP23-EN027C,29502
LC5D-EN221,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN221SE,29503
EXVC-EN070,EXTREME VICTORY,2011-05-10,EXVC-EN070C,29504
OP23-EN024,OTS TOURNAMENT PACK 23,2023-10-26,OP23-EN024C,29505
LC5D-EN217,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN217UR,29506
EXVC-EN053,EXTREME VICTORY,2011-05-10,EXVC-EN053C,29507
LC5D-EN219,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN219UR,29508
EXVC-EN068,EXTREME VICTORY,2011-05-10,EXVC-EN068R,29509
LC5D-EN218,LEGENDARY COLLECTION 5D's MEGA PACK,2014-10-24,LC5D-EN218C,29510
EXVC-EN054,EXTREME VICTORY,2011-05-10,EXVC-EN054C,29511
RA03-EN063,QUARTER CENTURY BONANZA,2024-11-07,RA03-EN063SR,29512
RATE-EN066,RAGING TEMPEST,2017-02-10,RATE-EN066SE,29513
DUEA-EN080,DUELIST ALLIANCE,2014-08-15,DUEA-EN080C,29514
BPW2-EN095,BATTLE PACK 2 WAR OF THE GIANTS ROUND 2,2014-01-17,BPW2-EN095SR,29515
ABYR-EN077,ABYSS RISING,2012-11-09,ABYR-EN077UR,29516
GAOV-EN063,GALACTIC OVERLORD,2012-05-08,GAOV-EN063C,29517
SS05-ENA04,SPEED DUEL STARTER DECKS: TWISTED NIGHTMARES,2020-05-15,SS05-ENA04C,29518
INFO-EN067,THE INFINITE FORBIDDEN,2024-07-19,INFO-EN067C,29519
LOB-EN014,LEGEND OF BLUE EYES WHITE DRAGON (LC01 25th Anniversary Edition),2023-04-21,LOB-EN014C,29520
LOB-014,LEGEND OF BLUE EYES WHITE DRAGON,2002-03-08,LOB-014C,29521
YS14-ENA08,SUPER STARTER SPACE-TIME SHOWDOWN Power-Up Pack,2014-07-11,YS14-ENA08C,29522
YS13-EN028,SUPER STARTER V FOR VICTORY,2013-06-14,YS13-EN028C,29523
SDWA-EN024,SAMURAI WARLORDS STRUCTURE DECK,2012-06-26,SDWA-EN024C,29524
DB2-EN146,DARK BEGINNING 2,2005-07-27,DB2-EN146C,29525
LOD-027,LEGACY OF DARKNESS,2003-06-06,LOD-027R,29526
MP24-EN167,25TH ANNIVERSARY TIN: DUELING MIRRORS,2024-09-20,MP24-EN167UR,29527
PHHY-EN005,PHOTON HYPERNOVA,2023-02-10,PHHY-EN005SR,29528
MP18-EN120,2018 MEGA-TINS MEGA PACK,2018-08-31,MP18-EN120C,29529
CIBR-EN031,CIRCUIT BREAK,2017-10-20,CIBR-EN031C,29530
GFP2-EN049,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN049UR,29531
OP05-EN017,OTS TOURNAMENT PACK 5,2017-08-03,OP05-EN017C,29532
LCYW-EN253,LEGENDARY COLLECTION 3 YUGI'S WORLD MEGA PACK,2012-10-02,LCYW-EN253SR,29533
SDLS-EN006,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN006C,29534
DR2-EN120,DARK REVELATION Volume 2,2005-10-20,DR2-EN120C,29535
AST-008,ANCIENT SANCTUARY,2004-06-01,AST-008R,29536
MP23-EN015,25TH ANNIVERSARY TIN: DUELING HEROES MEGA PACK,2023-09-08,MP23-EN015UR,29537
BACH-EN021,BATTLE OF CHAOS,2022-02-11,BACH-EN021C,29538
GFP2-EN054,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN054UR,29539
DUEA-EN036,DUELIST ALLIANCE,2014-08-15,DUEA-EN036C,29540
PRIO-ENDE3,PRIMAL ORIGIN DELUXE EDITION,2014-06-13,PRIO-ENDE3SR,29541
GFP2-EN051,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN051UR,29542
SDLS-EN007,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN007C,29543
DR2-EN121,DARK REVELATION Volume 2,2005-10-20,DR2-EN121C,29544
AST-009,ANCIENT SANCTUARY,2004-06-01,AST-009SR,29545
GFP2-EN053,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN053UR,29546
SDLS-EN004,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN004C,29547
CP03-EN009,CHAMPION PACK GAME THREE,2007-05-15,CP03-EN009R,29548
DR2-EN118,DARK REVELATION Volume 2,2005-10-20,DR2-EN118SR,29549
AST-006,ANCIENT SANCTUARY,2004-06-01,AST-006UR,29550
GFP2-EN008,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN008UR,29551
GFP2-EN052,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN052UR,29552
SDLS-EN003,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN003SR,29553
RA04-EN146,QUARTER CENTURY STAMPEDE,2025-04-11,RA04-EN146PS,29554
GFP2-EN050,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN050UR,29555
SDLS-EN002,LOST SANCTUARY STRUCTURE DECK,2011-06-14,SDLS-EN002SR,29556
GFP2-EN048,GHOSTS FROM THE PAST: THE 2ND HAUNTING,2022-05-06,GFP2-EN048UR,29557
