card_id,card_set_id,name,description,rarity,price,volatility_id,type_id,sub_type,attribute_id,rank,attack,defense
36411,30259,Therion Stand Up!,"Target 1 Therion monster in your GY; Special Summon it, then you can equip 1 Therion monster from your hand or GY to it. During the Main Phase: You can banish this card from your GY, then target 2 Therion monsters (1 on your field and 1 in your GY); equip that monster from your GY to the other monster you control. You can only use 1 Therion Stand Up! effect per turn, and only once that turn.",SR Super Rare,0.09,1,3,NONE,1,NONE,0.0,0.0
36412,30260,Therion Stand Up!,"Target 1 Therion monster in your GY; Special Summon it, then you can equip 1 Therion monster from your hand or GY to it. During the Main Phase: You can banish this card from your GY, then target 2 Therion monsters (1 on your field and 1 in your GY); equip that monster from your GY to the other monster you control. You can only use 1 Therion Stand Up! effect per turn, and only once that turn.",C Common,0.06,1,3,NONE,1,NONE,0.0,0.0
36413,30261,Thermal Genex,"Genex Controller + 1 or more non-Tuner FIRE monstersThis card gains 200 ATK for each FIRE monster in your Graveyard. If this card destroys an opponent's monster by battle, inflict 200 damage to your opponent for each Genex monster in your Graveyard.",SE Secret Rare,0.25,3,2,[Machine／Synchro／Effect],7,Level 8,2400.0,1200.0
36414,30262,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",PS Platinum Secret Rare,1.06,1,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36415,30262,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",QCSE Quarter Century Secret Rare,8.19,2,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36416,30263,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",C Common,0.6,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36417,30264,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",R Rare,6.29,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36418,30264,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",R Rare,2.45,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36419,30264,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",R Rare,1.68,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36420,30264,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",R Rare,2.69,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36421,30265,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",C Common,0.83,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36422,30266,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",SR Super Rare,33.98,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36423,30267,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",R Rare,4.19,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36424,30268,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",C Common,0.77,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36425,30269,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",SR Super Rare,2.28,3,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36426,30269,Thestalos the Firestorm Monarch,"If this card is Tribute Summoned: Discard 1 random card from your opponent's hand, then, if it was a Monster Card, inflict damage to your opponent equal to its original Level x 100.",UL Ultimate Rare,0.0,4,2,[Pyro／Effect],7,Level 6,2400.0,1000.0
36427,30270,Thestalos the Mega Monarch,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: Look at your opponent's hand and discard 1 card from their hand, then, if it was a monster, inflict damage to your opponent equal to its original Level x 200. If this card was Tribute Summoned by Tributing a FIRE monster, add this additional effect.●Also, inflict 1000 damage to your opponent after that.",C Common,0.14,5,2,[Pyro／Effect],7,Level 8,2800.0,1000.0
36428,30271,Thestalos the Mega Monarch,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: Look at your opponent's hand and discard 1 card from their hand, then, if it was a monster, inflict damage to your opponent equal to its original Level x 200. If this card was Tribute Summoned by Tributing a FIRE monster, add this additional effect.●Also, inflict 1000 damage to your opponent after that.",UR Ultra Rare,0.42,1,2,[Pyro／Effect],7,Level 8,2800.0,1000.0
36429,30272,Thestalos the Mega Monarch,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: Look at your opponent's hand and discard 1 card from their hand, then, if it was a monster, inflict damage to your opponent equal to its original Level x 200. If this card was Tribute Summoned by Tributing a FIRE monster, add this additional effect.●Also, inflict 1000 damage to your opponent after that.",SE Secret Rare,1.04,5,2,[Pyro／Effect],7,Level 8,2800.0,1000.0
36430,30273,Thestalos the Mega Monarch,"You can Tribute Summon this card by Tributing 1 Tribute Summoned monster. If this card is Tribute Summoned: Look at your opponent's hand and discard 1 card from their hand, then, if it was a monster, inflict damage to your opponent equal to its original Level x 200. If this card was Tribute Summoned by Tributing a FIRE monster, add this additional effect.●Also, inflict 1000 damage to your opponent after that.",SE Secret Rare,2.93,3,2,[Pyro／Effect],7,Level 8,2800.0,1000.0
36431,30274,Thestalos the Shadowfire Monarch,"You can Tribute Summon this card by Tributing 1 monster your opponent controls and 1 Tribute Summoned monster you control. If this card is Tribute Summoned: You can banish 1 random card from your opponent's hand, and if you do, inflict 1000 damage to your opponent, then, if this card was Tribute Summoned by Tributing a Level 8 or higher Tribute Summoned monster, you can apply this effect.●Banish 1 card on the field, and if it was a FIRE or DARK Monster Card, inflict damage to your opponent equal to its original Level x 200.",SR Super Rare,0.31,1,2,[Pyro／Effect],7,Level 10,3000.0,1000.0
36432,30275,This Creepy Little Punk,"(This card is always treated as an Infernity card.)Special Summon 1 of your Infernity monsters that is banished, or in your hand or GY. If a face-up Infernity monster(s) you control is destroyed by battle, or leaves the field because of an opponent's card effect, while this card is in your GY: You can Set this card. You can only use each effect of This Creepy Little Punk once per turn.",UR Ultra Rare,0.17,5,1,NONE,1,NONE,0.0,0.0
36433,30276,This Creepy Little Punk,"(This card is always treated as an Infernity card.)Special Summon 1 of your Infernity monsters that is banished, or in your hand or GY. If a face-up Infernity monster(s) you control is destroyed by battle, or leaves the field because of an opponent's card effect, while this card is in your GY: You can Set this card. You can only use each effect of This Creepy Little Punk once per turn.",R Rare,0.11,1,1,NONE,1,NONE,0.0,0.0
36434,30277,"Thor, Lord of the Aesir","1 Nordic Beast Tuner + 2+ non-Tuner monstersOnce per turn: You can negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 Nordic Beast Tuner from your GY; Special Summon this card. When Summoned this way: You can inflict 800 damage to your opponent.",C Common,0.16,3,2,[Beast-Warrior／Synchro／Effect],2,Level 10,3500.0,2800.0
36435,30278,"Thor, Lord of the Aesir","1 Nordic Beast Tuner + 2+ non-Tuner monstersOnce per turn: You can negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 Nordic Beast Tuner from your GY; Special Summon this card. When Summoned this way: You can inflict 800 damage to your opponent.",C Common,0.27,5,2,[Beast-Warrior／Synchro／Effect],2,Level 10,3500.0,2800.0
36436,30279,"Thor, Lord of the Aesir","1 Nordic Beast Tuner + 2+ non-Tuner monstersOnce per turn: You can negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 Nordic Beast Tuner from your GY; Special Summon this card. When Summoned this way: You can inflict 800 damage to your opponent.",SE Secret Rare,2.32,5,2,[Beast-Warrior／Synchro／Effect],2,Level 10,3500.0,2800.0
36437,30280,"Thor, Lord of the Aesir","1 Nordic Beast Tuner + 2+ non-Tuner monstersOnce per turn: You can negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 Nordic Beast Tuner from your GY; Special Summon this card. When Summoned this way: You can inflict 800 damage to your opponent.",C Common,0.46,3,2,[Beast-Warrior／Synchro／Effect],2,Level 10,3500.0,2800.0
36438,30280,"Thor, Lord of the Aesir","1 Nordic Beast Tuner + 2+ non-Tuner monstersOnce per turn: You can negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. Once per turn, during the End Phase, if this face-up card you controlled was destroyed by your opponent's card and sent to your GY this turn: You can banish 1 Nordic Beast Tuner from your GY; Special Summon this card. When Summoned this way: You can inflict 800 damage to your opponent.",ST Starfoil,1.27,3,2,[Beast-Warrior／Synchro／Effect],2,Level 10,3500.0,2800.0
